SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22023,1610612750,MIN,Minnesota Timberwolves,22300995,2024-03-19,MIN vs. DEN,L,240,42,88,0.477,12,35,0.343,16,23,0.696,8,29,37,25,10,7,7,16,112,-3,1
22023,1610612750,MIN,Minnesota Timberwolves,22300911,2024-03-08,MIN @ CLE,L,265,39,94,0.415,8,30,0.267,18,22,0.818,7,38,45,25,5,5,14,25,104,-9,1
22023,1610612750,MIN,Minnesota Timberwolves,22300881,2024-03-04,MIN vs. POR,W,240,40,79,0.506,11,28,0.393,28,37,0.757,12,28,40,28,9,7,11,17,119,5,1
22023,1610612750,MIN,Minnesota Timberwolves,22300845,2024-02-28,MIN vs. MEM,W,240,39,79,0.494,14,35,0.4,18,22,0.818,5,34,39,29,4,13,14,19,110,9,1
22023,1610612750,MIN,Minnesota Timberwolves,22300815,2024-02-24,MIN vs. BKN,W,240,36,84,0.429,12,38,0.316,17,23,0.739,6,45,51,22,6,9,13,14,101,15,1
22023,1610612750,MIN,Minnesota Timberwolves,22300775,2024-02-13,MIN @ POR,W,240,39,84,0.464,13,33,0.394,30,34,0.882,12,29,41,24,8,9,12,18,121,12,1
22023,1610612750,MIN,Minnesota Timberwolves,22300629,2024-01-25,MIN @ BKN,W,240,37,75,0.493,10,21,0.476,12,16,0.75,5,33,38,24,6,4,17,17,96,2,1
22023,1610612750,MIN,Minnesota Timberwolves,22300582,2024-01-18,MIN vs. MEM,W,240,45,82,0.549,12,28,0.429,16,21,0.762,6,33,39,30,8,9,15,13,118,15,1
22023,1610612750,MIN,Minnesota Timberwolves,22300517,2024-01-10,MIN @ BOS,L,265,44,95,0.463,14,34,0.412,18,20,0.9,8,39,47,22,4,6,9,27,120,-7,1
22023,1610612750,MIN,Minnesota Timberwolves,22300380,2023-12-21,MIN vs. LAL,W,240,42,87,0.483,14,36,0.389,20,25,0.8,9,31,40,32,13,7,14,19,118,7,1
22023,1610612750,MIN,Minnesota Timberwolves,22300197,2023-11-15,MIN @ PHX,L,240,42,92,0.457,5,27,0.185,26,28,0.929,16,24,40,18,8,5,6,14,115,-18,1
22023,1610612740,NOP,New Orleans Pelicans,22301182,2024-04-12,NOP @ GSW,W,240,42,90,0.467,20,38,0.526,10,16,0.625,5,33,38,24,11,5,9,13,114,5,1
22023,1610612740,NOP,New Orleans Pelicans,22301013,2024-03-22,NOP @ MIA,W,240,42,82,0.512,18,36,0.5,9,12,0.75,12,44,56,25,3,2,13,13,111,23,1
22023,1610612740,NOP,New Orleans Pelicans,22300970,2024-03-16,NOP vs. POR,W,240,52,97,0.536,13,33,0.394,9,10,0.9,10,29,39,36,8,5,10,13,126,19,1
22023,1610612740,NOP,New Orleans Pelicans,22300843,2024-02-28,NOP @ IND,L,240,42,90,0.467,11,29,0.379,19,23,0.826,7,33,40,26,2,4,10,12,114,-9,1
22023,1610612740,NOP,New Orleans Pelicans,22300810,2024-02-23,NOP vs. MIA,L,240,39,104,0.375,7,32,0.219,10,13,0.769,18,36,54,20,6,7,11,19,95,-11,1
22023,1610612740,NOP,New Orleans Pelicans,22300758,2024-02-10,NOP @ POR,W,240,36,76,0.474,10,27,0.37,11,16,0.688,8,28,36,27,9,6,12,14,93,9,1
22023,1610612740,NOP,New Orleans Pelicans,22300648,2024-01-27,NOP @ MIL,L,240,40,85,0.471,9,23,0.391,28,36,0.778,9,34,43,20,5,3,15,17,117,-24,1
22023,1610612740,NOP,New Orleans Pelicans,22300547,2024-01-13,NOP @ DAL,W,240,39,79,0.494,12,30,0.4,28,37,0.757,14,30,44,29,7,4,11,20,118,10,1
22023,1610612740,NOP,New Orleans Pelicans,22300471,2024-01-03,NOP @ MIN,W,240,45,81,0.556,12,26,0.462,15,17,0.882,9,32,41,30,7,5,14,24,117,11,1
22023,1610612740,NOP,New Orleans Pelicans,22300285,2023-12-02,NOP @ CHI,L,240,41,82,0.5,8,25,0.32,28,35,0.8,13,26,39,20,10,1,12,17,118,-6,1
22023,1610612740,NOP,New Orleans Pelicans,22300243,2023-11-25,NOP @ UTA,L,240,39,93,0.419,11,36,0.306,11,18,0.611,13,29,42,31,15,4,13,17,100,-5,1
22023,1610612740,NOP,New Orleans Pelicans,22300203,2023-11-18,NOP vs. MIN,L,240,44,86,0.512,12,29,0.414,20,23,0.87,13,27,40,27,9,5,17,26,120,-1,1
22023,1610612740,NOP,New Orleans Pelicans,22300129,2023-11-02,NOP vs. DET,W,240,39,80,0.488,14,32,0.438,33,35,0.943,7,29,36,27,5,7,12,18,125,9,1
22023,1610612752,NYK,New York Knicks,22301175,2024-04-12,NYK vs. BKN,W,240,38,83,0.458,14,30,0.467,21,25,0.84,8,23,31,21,10,3,5,15,111,4,1
22023,1610612752,NYK,New York Knicks,22301119,2024-04-05,NYK @ CHI,L,240,36,83,0.434,10,29,0.345,18,24,0.75,9,29,38,22,9,2,18,15,100,-8,1
22023,1610612752,NYK,New York Knicks,22300837,2024-02-27,NYK vs. NOP,L,240,31,83,0.373,14,46,0.304,16,23,0.696,13,25,38,27,6,5,13,20,92,-23,1
22023,1610612752,NYK,New York Knicks,22300671,2024-01-30,NYK vs. UTA,W,240,44,94,0.468,13,34,0.382,17,18,0.944,14,31,45,29,9,7,6,16,118,15,1
22023,1610612752,NYK,New York Knicks,22300579,2024-01-18,NYK vs. WAS,W,240,39,86,0.453,13,38,0.342,22,26,0.846,7,40,47,22,6,5,17,18,113,4,1
22023,1610612752,NYK,New York Knicks,22300494,2024-01-06,NYK @ WAS,W,240,43,87,0.494,14,36,0.389,21,24,0.875,11,34,45,27,9,2,14,16,121,16,1
22023,1610612752,NYK,New York Knicks,22300441,2023-12-30,NYK @ IND,L,240,45,95,0.474,17,37,0.459,19,27,0.704,15,27,42,24,12,2,14,19,126,-14,1
22023,1610612752,NYK,New York Knicks,22300343,2023-12-16,NYK @ LAC,L,240,44,94,0.468,11,35,0.314,23,26,0.885,12,27,39,20,7,4,10,22,122,-22,1
22023,1610612752,NYK,New York Knicks,22300276,2023-12-01,NYK @ TOR,W,240,45,90,0.5,16,36,0.444,13,16,0.813,11,32,43,30,6,3,13,15,119,13,1
22023,1610612752,NYK,New York Knicks,22300202,2023-11-18,NYK @ CHA,W,240,46,91,0.505,16,37,0.432,14,19,0.737,13,34,47,27,7,4,12,13,122,14,1
22023,1610612752,NYK,New York Knicks,22300188,2023-11-13,NYK @ BOS,L,240,33,79,0.418,15,35,0.429,17,24,0.708,12,25,37,17,5,2,12,16,98,-16,1
22023,1610612752,NYK,New York Knicks,22300120,2023-11-01,NYK vs. CLE,L,240,32,92,0.348,5,30,0.167,20,30,0.667,16,34,50,18,10,3,14,16,89,-6,1
22023,1610612752,NYK,New York Knicks,22300090,2023-10-28,NYK @ NOP,L,240,33,90,0.367,7,37,0.189,14,18,0.778,16,43,59,19,7,3,19,17,87,-9,1
22023,1610612760,OKC,Oklahoma City Thunder,22301163,2024-04-10,OKC vs. SAS,W,240,47,101,0.465,16,38,0.421,17,21,0.81,7,55,62,33,12,6,12,16,127,38,1
22023,1610612760,OKC,Oklahoma City Thunder,22301105,2024-04-03,OKC @ BOS,L,240,35,81,0.432,5,24,0.208,25,28,0.893,5,26,31,21,8,5,14,11,100,-35,1
22023,1610612760,OKC,Oklahoma City Thunder,22301057,2024-03-27,OKC vs. HOU,L,265,47,96,0.49,14,38,0.368,18,24,0.75,13,36,49,26,7,7,19,24,126,-6,1
22023,1610612760,OKC,Oklahoma City Thunder,22300884,2024-03-04,OKC @ LAL,L,240,37,94,0.394,15,39,0.385,15,16,0.938,13,25,38,22,12,7,10,20,104,-12,1
22023,1610612760,OKC,Oklahoma City Thunder,22300809,2024-02-23,OKC vs. WAS,W,240,55,92,0.598,20,40,0.5,17,21,0.81,8,48,56,30,5,9,15,22,147,41,1
22023,1610612760,OKC,Oklahoma City Thunder,22300760,2024-02-11,OKC vs. SAC,W,240,46,85,0.541,13,27,0.481,22,27,0.815,5,31,36,30,8,9,11,17,127,14,1
22023,1610612760,OKC,Oklahoma City Thunder,22300664,2024-01-29,OKC vs. MIN,L,240,35,79,0.443,14,35,0.4,17,22,0.773,8,30,38,21,5,7,12,17,101,-6,1
22023,1610612760,OKC,Oklahoma City Thunder,22300622,2024-01-24,OKC @ SAS,W,240,54,96,0.563,18,40,0.45,14,16,0.875,16,31,47,36,11,8,16,20,140,26,1
22023,1610612760,OKC,Oklahoma City Thunder,22300568,2024-01-16,OKC @ LAC,L,240,42,83,0.506,16,34,0.471,17,20,0.85,9,26,35,30,5,5,12,19,117,-11,1
22023,1610612760,OKC,Oklahoma City Thunder,22300529,2024-01-11,OKC vs. POR,W,240,53,93,0.57,14,35,0.4,19,22,0.864,8,51,59,41,6,8,13,10,139,62,1
22023,1610612760,OKC,Oklahoma City Thunder,22300467,2024-01-03,OKC @ ATL,L,240,50,91,0.549,18,36,0.5,20,26,0.769,9,28,37,30,10,1,13,23,138,-3,1
22023,1610612760,OKC,Oklahoma City Thunder,22300419,2023-12-27,OKC vs. NYK,W,240,49,90,0.544,14,32,0.438,17,22,0.773,3,24,27,20,6,10,4,21,129,9,1
22023,1610612760,OKC,Oklahoma City Thunder,22300215,2023-11-19,OKC @ POR,W,240,49,81,0.605,22,36,0.611,14,14,1.0,10,33,43,28,8,3,18,18,134,43,1
22023,1610612760,OKC,Oklahoma City Thunder,22300109,2023-10-30,OKC vs. DET,W,240,44,83,0.53,13,29,0.448,23,28,0.821,6,38,44,21,9,10,15,19,124,12,1
22023,1610612753,ORL,Orlando Magic,22301162,2024-04-10,ORL @ MIL,L,240,36,78,0.462,11,30,0.367,16,23,0.696,5,29,34,19,6,1,16,15,99,-18,1
22023,1610612753,ORL,Orlando Magic,22301075,2024-03-30,ORL vs. MEM,W,240,38,78,0.487,22,44,0.5,20,23,0.87,5,38,43,28,8,8,17,16,118,30,1
22023,1610612753,ORL,Orlando Magic,22300894,2024-03-06,ORL @ WAS,W,240,44,81,0.543,12,26,0.462,19,21,0.905,9,33,42,21,4,5,15,14,119,10,1
22023,1610612753,ORL,Orlando Magic,22300821,2024-02-25,ORL @ ATL,L,240,35,84,0.417,14,38,0.368,8,18,0.444,14,37,51,23,7,9,20,19,92,-17,1
22023,1610612753,ORL,Orlando Magic,22300778,2024-02-14,ORL vs. NYK,W,240,48,76,0.632,12,26,0.462,10,11,0.909,7,27,34,25,7,7,12,22,118,18,1
22023,1610612753,ORL,Orlando Magic,22300666,2024-01-29,ORL @ DAL,L,240,45,88,0.511,18,38,0.474,21,28,0.75,12,23,35,27,7,1,12,33,129,-2,1
22023,1610612753,ORL,Orlando Magic,22300607,2024-01-22,ORL vs. CLE,L,240,34,74,0.459,11,29,0.379,20,30,0.667,8,26,34,25,7,0,15,17,99,-27,1
22023,1610612753,ORL,Orlando Magic,22300546,2024-01-13,ORL @ OKC,L,240,39,84,0.464,7,35,0.2,15,24,0.625,11,39,50,21,5,8,16,22,100,-12,1
22023,1610612753,ORL,Orlando Magic,22300476,2024-01-03,ORL @ SAC,L,290,44,90,0.489,25,44,0.568,22,27,0.815,7,32,39,33,10,7,21,30,135,-3,1
22023,1610612753,ORL,Orlando Magic,22300415,2023-12-27,ORL vs. PHI,L,240,31,79,0.392,9,33,0.273,21,24,0.875,9,34,43,17,5,11,16,18,92,-20,1
22023,1610612753,ORL,Orlando Magic,22300378,2023-12-21,ORL @ MIL,L,240,45,99,0.455,8,33,0.242,16,23,0.696,13,32,45,26,6,9,7,23,114,-4,1
22023,1610612753,ORL,Orlando Magic,22300282,2023-12-02,ORL @ BKN,L,240,35,88,0.398,9,29,0.31,22,27,0.815,8,29,37,24,3,5,11,27,101,-28,1
22023,1610612753,ORL,Orlando Magic,22300226,2023-11-22,ORL vs. DEN,W,240,44,81,0.543,10,29,0.345,26,30,0.867,11,30,41,27,9,7,12,21,124,5,1
22023,1610612753,ORL,Orlando Magic,22300196,2023-11-15,ORL @ CHI,W,240,32,82,0.39,8,28,0.286,24,30,0.8,12,34,46,20,12,3,15,21,96,2,1
22023,1610612753,ORL,Orlando Magic,22300114,2023-10-31,ORL @ LAC,L,240,38,81,0.469,7,30,0.233,19,33,0.576,7,33,40,23,9,3,16,24,102,-16,1
22023,1610612755,PHI,Philadelphia 76ers,22301140,2024-04-07,PHI @ SAS,W,290,52,114,0.456,12,39,0.308,17,19,0.895,8,38,46,31,15,3,12,20,133,7,1
22023,1610612755,PHI,Philadelphia 76ers,22301042,2024-03-25,PHI @ SAC,L,240,34,82,0.415,11,34,0.324,17,20,0.85,15,32,47,18,2,4,15,25,96,-12,1
22023,1610612755,PHI,Philadelphia 76ers,22300896,2024-03-06,PHI vs. MEM,L,240,39,102,0.382,13,35,0.371,18,21,0.857,17,30,47,25,11,9,11,21,109,-6,1
22023,1610612755,PHI,Philadelphia 76ers,22300805,2024-02-23,PHI vs. CLE,W,240,40,90,0.444,12,29,0.414,12,15,0.8,9,42,51,20,6,7,10,25,104,7,1
22023,1610612755,PHI,Philadelphia 76ers,22300753,2024-02-10,PHI @ WAS,W,240,48,100,0.48,8,27,0.296,15,23,0.652,13,35,48,28,8,4,11,18,119,6,1
22023,1610612755,PHI,Philadelphia 76ers,22300673,2024-01-30,PHI @ GSW,L,240,39,85,0.459,13,30,0.433,16,21,0.762,13,26,39,11,14,2,16,24,107,-12,1
22023,1610612755,PHI,Philadelphia 76ers,22300593,2024-01-20,PHI @ CHA,W,240,36,85,0.424,5,25,0.2,20,24,0.833,6,40,46,21,7,6,10,12,97,8,1
22023,1610612755,PHI,Philadelphia 76ers,22300566,2024-01-16,PHI vs. DEN,W,240,43,76,0.566,15,31,0.484,25,34,0.735,5,27,32,27,6,7,8,21,126,5,1
22023,1610612755,PHI,Philadelphia 76ers,22300495,2024-01-06,PHI vs. UTA,L,240,42,104,0.404,7,38,0.184,18,23,0.783,15,19,34,30,12,6,6,20,109,-11,1
22023,1610612755,PHI,Philadelphia 76ers,22300442,2023-12-30,PHI @ CHI,L,240,36,92,0.391,9,38,0.237,11,15,0.733,12,24,36,24,12,5,8,22,92,-13,1
22023,1610612755,PHI,Philadelphia 76ers,22300335,2023-12-16,PHI @ CHA,W,240,53,88,0.602,14,31,0.452,15,17,0.882,5,40,45,30,10,6,10,17,135,53,1
22023,1610612755,PHI,Philadelphia 76ers,22300232,2023-11-22,PHI @ MIN,L,240,34,87,0.391,7,32,0.219,24,30,0.8,16,32,48,21,9,12,15,23,99,-13,1
22023,1610612755,PHI,Philadelphia 76ers,22300194,2023-11-15,PHI vs. BOS,L,240,39,85,0.459,11,30,0.367,18,22,0.818,10,31,41,18,5,1,9,14,107,-10,1
22023,1610612755,PHI,Philadelphia 76ers,22300098,2023-10-29,PHI vs. POR,W,240,40,82,0.488,11,28,0.393,35,40,0.875,11,40,51,28,10,17,16,20,126,28,1
22023,1610612756,PHX,Phoenix Suns,22301165,2024-04-10,PHX @ LAC,W,240,46,95,0.484,18,50,0.36,14,15,0.933,9,39,48,29,8,6,13,13,124,16,1
22023,1610612756,PHX,Phoenix Suns,22301010,2024-03-21,PHX vs. ATL,W,240,41,74,0.554,22,41,0.537,24,27,0.889,7,31,38,28,4,11,17,19,128,13,1
22023,1610612756,PHX,Phoenix Suns,22300961,2024-03-15,PHX @ CHA,W,240,40,87,0.46,11,38,0.289,16,20,0.8,10,47,57,31,3,3,10,20,107,11,1
22023,1610612756,PHX,Phoenix Suns,22300878,2024-03-03,PHX vs. OKC,L,240,40,91,0.44,14,39,0.359,16,18,0.889,15,35,50,26,2,7,22,15,110,-8,1
22023,1610612756,PHX,Phoenix Suns,22300806,2024-02-23,PHX @ HOU,L,240,38,95,0.4,7,31,0.226,27,35,0.771,19,39,58,23,10,8,10,20,110,-4,1
22023,1610612756,PHX,Phoenix Suns,22300787,2024-02-14,PHX vs. DET,W,240,35,77,0.455,10,31,0.323,36,44,0.818,9,45,54,28,15,11,24,20,116,16,1
22023,1610612756,PHX,Phoenix Suns,22300661,2024-01-29,PHX @ MIA,W,240,46,94,0.489,14,40,0.35,12,17,0.706,10,37,47,30,8,8,8,16,118,13,1
22023,1610612756,PHX,Phoenix Suns,22300612,2024-01-22,PHX vs. CHI,W,240,44,85,0.518,14,34,0.412,13,17,0.765,5,34,39,32,5,5,7,13,115,2,1
22023,1610612756,PHX,Phoenix Suns,22300511,2024-01-08,PHX @ LAC,L,240,38,77,0.494,10,30,0.333,25,29,0.862,5,20,25,17,6,4,14,20,111,-27,1
22023,1610612756,PHX,Phoenix Suns,22300456,2024-01-01,PHX vs. POR,W,240,38,80,0.475,11,29,0.379,22,33,0.667,9,38,47,24,10,5,16,20,109,21,1
22023,1610612756,PHX,Phoenix Suns,22300317,2023-12-13,PHX vs. BKN,L,240,40,84,0.476,9,28,0.321,23,27,0.852,14,35,49,28,5,4,12,20,112,-4,1
22023,1610612756,PHX,Phoenix Suns,22300288,2023-12-02,PHX vs. MEM,W,240,36,83,0.434,9,26,0.346,35,43,0.814,12,32,44,24,10,5,17,21,116,7,1
22023,1610612756,PHX,Phoenix Suns,22300236,2023-11-22,PHX vs. GSW,W,240,34,76,0.447,11,28,0.393,44,52,0.846,11,32,43,22,9,8,15,22,123,8,1
22023,1610612756,PHX,Phoenix Suns,22300140,2023-11-05,PHX @ DET,W,240,43,86,0.5,8,21,0.381,26,29,0.897,14,29,43,29,8,10,18,13,120,14,1
22023,1610612757,POR,Portland Trail Blazers,22301183,2024-04-12,POR vs. HOU,L,240,37,95,0.389,12,35,0.343,21,29,0.724,16,32,48,20,4,5,7,14,107,-9,1
22023,1610612757,POR,Portland Trail Blazers,22301026,2024-03-23,POR vs. DEN,L,240,43,93,0.462,10,28,0.357,15,17,0.882,14,31,45,27,8,8,16,24,111,-3,1
22023,1610612757,POR,Portland Trail Blazers,22300960,2024-03-14,POR vs. NYK,L,240,34,84,0.405,11,33,0.333,14,16,0.875,13,32,45,19,10,2,18,19,93,-12,1
22023,1610612757,POR,Portland Trail Blazers,22300923,2024-03-09,POR vs. TOR,W,265,49,103,0.476,16,40,0.4,14,15,0.933,18,34,52,31,10,3,15,18,128,10,1
22023,1610612757,POR,Portland Trail Blazers,22300868,2024-03-02,POR @ MEM,W,265,39,92,0.424,11,35,0.314,18,24,0.75,13,37,50,23,8,5,23,25,107,7,1
22023,1610612757,POR,Portland Trail Blazers,22300668,2024-01-29,POR vs. PHI,W,240,46,84,0.548,12,28,0.429,26,29,0.897,11,28,39,29,7,5,13,24,130,26,1
22023,1610612757,POR,Portland Trail Blazers,22300623,2024-01-24,POR @ HOU,W,265,50,98,0.51,15,35,0.429,22,24,0.917,13,35,48,31,6,4,12,18,137,6,1
22023,1610612757,POR,Portland Trail Blazers,22300538,2024-01-12,POR @ MIN,L,240,30,77,0.39,10,28,0.357,23,34,0.676,10,28,38,18,8,5,20,19,93,-23,1
22023,1610612757,POR,Portland Trail Blazers,22300437,2023-12-29,POR vs. SAS,W,240,48,95,0.505,16,27,0.593,22,27,0.815,16,27,43,28,8,6,14,19,134,6,1
22023,1610612757,POR,Portland Trail Blazers,22300348,2023-12-17,POR vs. GSW,L,240,40,85,0.471,13,35,0.371,21,23,0.913,9,28,37,23,10,4,14,20,114,-4,1
22023,1610612757,POR,Portland Trail Blazers,22300254,2023-11-27,POR @ IND,W,240,40,85,0.471,9,18,0.5,25,31,0.806,9,29,38,20,6,4,16,21,114,4,1
22023,1610612757,POR,Portland Trail Blazers,22300237,2023-11-22,POR vs. UTA,W,240,47,92,0.511,17,39,0.436,10,15,0.667,14,23,37,31,9,6,14,21,121,16,1
22023,1610612757,POR,Portland Trail Blazers,22300199,2023-11-15,POR vs. CLE,L,240,34,91,0.374,13,38,0.342,14,16,0.875,8,22,30,24,9,3,14,21,95,-14,1
22023,1610612757,POR,Portland Trail Blazers,22300105,2023-10-30,POR @ TOR,W,240,38,85,0.447,11,35,0.314,12,15,0.8,13,38,51,20,6,7,16,19,99,8,1
22023,1610612758,SAC,Sacramento Kings,22301185,2024-04-12,SAC vs. PHX,L,240,40,91,0.44,14,38,0.368,13,14,0.929,9,26,35,26,12,1,7,19,107,-1,1
22023,1610612758,SAC,Sacramento Kings,22301118,2024-04-05,SAC @ BOS,L,240,38,99,0.384,17,51,0.333,7,13,0.538,15,39,54,21,4,3,7,15,100,-1,1
22023,1610612758,SAC,Sacramento Kings,22301047,2024-03-26,SAC vs. DAL,L,240,35,90,0.389,11,30,0.367,15,19,0.789,11,31,42,27,6,5,14,15,96,-36,1
22023,1610612758,SAC,Sacramento Kings,22301005,2024-03-21,SAC @ WAS,L,240,37,86,0.43,11,39,0.282,17,19,0.895,10,27,37,21,12,7,15,20,102,-7,1
22023,1610612758,SAC,Sacramento Kings,22300954,2024-03-13,SAC vs. LAL,W,240,46,88,0.523,19,41,0.463,9,12,0.75,9,35,44,30,11,2,14,19,120,13,1
22023,1610612758,SAC,Sacramento Kings,22300908,2024-03-07,SAC vs. SAS,W,240,52,102,0.51,10,32,0.313,17,18,0.944,14,32,46,31,8,3,13,15,131,2,1
22023,1610612758,SAC,Sacramento Kings,22300831,2024-02-26,SAC vs. MIA,L,240,45,85,0.529,13,32,0.406,7,12,0.583,11,30,41,30,10,5,15,20,110,-11,1
22023,1610612758,SAC,Sacramento Kings,22300786,2024-02-14,SAC @ DEN,W,240,39,89,0.438,9,33,0.273,15,19,0.789,10,38,48,21,7,5,15,18,102,4,1
22023,1610612758,SAC,Sacramento Kings,22300700,2024-02-03,SAC @ CHI,W,240,42,84,0.5,15,39,0.385,24,29,0.828,4,36,40,33,12,1,17,18,123,8,1
22023,1610612758,SAC,Sacramento Kings,22300518,2024-01-10,SAC @ CHA,W,240,46,89,0.517,13,35,0.371,18,23,0.783,14,39,53,24,2,8,10,15,123,25,1
22023,1610612758,SAC,Sacramento Kings,22300476,2024-01-03,SAC vs. ORL,W,290,51,105,0.486,15,40,0.375,21,31,0.677,18,40,58,36,9,3,21,21,138,3,1
22023,1610612758,SAC,Sacramento Kings,22300400,2023-12-23,SAC vs. MIN,L,240,37,85,0.435,8,33,0.242,16,21,0.762,8,32,40,23,10,2,11,20,98,-12,1
22023,1610612758,SAC,Sacramento Kings,22300309,2023-12-12,SAC @ LAC,L,240,36,86,0.419,10,37,0.27,17,24,0.708,7,31,38,27,8,2,14,19,99,-20,1
22023,1610612758,SAC,Sacramento Kings,22300264,2023-11-29,SAC vs. LAC,L,240,40,86,0.465,13,41,0.317,24,28,0.857,13,34,47,22,1,1,14,20,117,-14,1
22023,1610612758,SAC,Sacramento Kings,22300222,2023-11-20,SAC @ NOP,L,240,33,87,0.379,11,45,0.244,16,24,0.667,9,27,36,27,4,5,13,21,93,-36,1
22023,1610612759,SAS,San Antonio Spurs,22301163,2024-04-10,SAS @ OKC,L,240,32,96,0.333,9,40,0.225,16,20,0.8,4,43,47,24,8,4,15,14,89,-38,1
22023,1610612759,SAS,San Antonio Spurs,22301025,2024-03-23,SAS vs. PHX,L,240,40,85,0.471,9,33,0.273,17,21,0.81,8,26,34,27,6,6,15,9,106,-25,1
22023,1610612759,SAS,San Antonio Spurs,22300942,2024-03-12,SAS vs. HOU,L,240,39,82,0.476,11,36,0.306,12,14,0.857,10,32,42,30,9,5,15,20,101,-2,1
22023,1610612759,SAS,San Antonio Spurs,22300813,2024-02-23,SAS @ LAL,L,240,42,96,0.438,15,38,0.395,19,23,0.826,16,31,47,33,9,7,14,14,118,-5,1
22023,1610612759,SAS,San Antonio Spurs,22300734,2024-02-08,SAS @ ORL,L,240,42,81,0.519,11,35,0.314,16,17,0.941,4,23,27,29,7,5,15,16,111,-16,1
22023,1610612759,SAS,San Antonio Spurs,22300703,2024-02-03,SAS vs. CLE,L,240,36,98,0.367,12,40,0.3,17,21,0.81,14,40,54,23,6,6,12,13,101,-16,1
22023,1610612759,SAS,San Antonio Spurs,22300649,2024-01-27,SAS vs. MIN,W,240,46,84,0.548,13,30,0.433,8,15,0.533,14,25,39,35,7,7,15,14,113,1,1
22023,1610612759,SAS,San Antonio Spurs,22300594,2024-01-20,SAS @ WAS,W,240,51,96,0.531,12,31,0.387,17,23,0.739,14,35,49,38,6,10,17,19,131,4,1
22023,1610612759,SAS,San Antonio Spurs,22300548,2024-01-13,SAS vs. CHI,L,240,39,95,0.411,18,46,0.391,20,23,0.87,12,35,47,26,7,4,9,19,116,-6,1
22023,1610612759,SAS,San Antonio Spurs,22300437,2023-12-29,SAS @ POR,L,240,48,94,0.511,14,33,0.424,18,25,0.72,13,29,42,31,9,3,14,19,128,-6,1
22023,1610612759,SAS,San Antonio Spurs,22300278,2023-12-01,SAS @ NOP,L,240,38,83,0.458,16,39,0.41,14,17,0.824,8,31,39,28,5,5,20,21,106,-15,1
22023,1610612759,SAS,San Antonio Spurs,22300206,2023-11-18,SAS vs. MEM,L,240,36,83,0.434,15,40,0.375,21,26,0.808,12,28,40,26,5,9,15,28,108,-12,1
22023,1610612759,SAS,San Antonio Spurs,22300146,2023-11-06,SAS @ IND,L,240,40,94,0.426,8,26,0.308,23,30,0.767,12,24,36,26,7,5,11,15,111,-41,1
22023,1610612761,TOR,Toronto Raptors,22301160,2024-04-10,TOR @ BKN,L,240,35,94,0.372,16,40,0.4,16,18,0.889,15,30,45,19,8,5,10,22,102,-4,1
22023,1610612761,TOR,Toronto Raptors,22301108,2024-04-03,TOR @ MIN,L,240,33,90,0.367,7,30,0.233,12,14,0.857,10,38,48,19,4,6,21,15,85,-48,1
22023,1610612761,TOR,Toronto Raptors,22301022,2024-03-23,TOR @ WAS,L,240,40,94,0.426,8,33,0.242,21,26,0.808,13,29,42,27,9,7,12,20,109,-3,1
22023,1610612761,TOR,Toronto Raptors,22300804,2024-02-23,TOR @ ATL,W,240,50,102,0.49,15,39,0.385,8,8,1.0,11,36,47,37,3,7,12,20,123,2,1
22023,1610612761,TOR,Toronto Raptors,22300756,2024-02-10,TOR vs. CLE,L,240,35,87,0.402,9,31,0.29,16,23,0.696,12,28,40,22,7,3,11,14,95,-24,1
22023,1610612761,TOR,Toronto Raptors,22300718,2024-02-05,TOR @ NOP,L,240,40,84,0.476,10,31,0.323,10,15,0.667,10,28,38,27,4,6,18,12,100,-38,1
22023,1610612761,TOR,Toronto Raptors,22300580,2024-01-18,TOR vs. CHI,L,240,42,83,0.506,10,38,0.263,16,20,0.8,7,31,38,31,7,5,14,18,110,-6,1
22023,1610612761,TOR,Toronto Raptors,22300526,2024-01-10,TOR @ LAC,L,240,46,84,0.548,12,30,0.4,16,18,0.889,7,30,37,31,4,2,15,17,120,-6,1
22023,1610612761,TOR,Toronto Raptors,22300440,2023-12-30,TOR @ DET,L,240,46,91,0.505,12,24,0.5,23,28,0.821,6,27,33,26,9,5,8,27,127,-2,1
22023,1610612761,TOR,Toronto Raptors,22300395,2023-12-23,TOR vs. UTA,L,240,45,94,0.479,13,32,0.406,16,19,0.842,12,27,39,35,7,5,11,17,119,-7,1
22023,1610612761,TOR,Toronto Raptors,22300260,2023-11-29,TOR vs. PHX,W,240,42,93,0.452,10,27,0.37,18,21,0.857,15,34,49,25,7,5,10,22,112,7,1
22023,1610612761,TOR,Toronto Raptors,22300230,2023-11-22,TOR @ IND,W,240,48,90,0.533,11,27,0.407,25,30,0.833,13,33,46,26,7,3,19,15,132,1,1
22023,1610612761,TOR,Toronto Raptors,22300128,2023-11-02,TOR @ PHI,L,240,38,79,0.481,10,28,0.357,13,19,0.684,9,32,41,30,4,3,19,20,99,-15,1
