SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,AVAILABLE_FLAG
2023-24,1610612743,DEN,Denver Nuggets,22300257,2023-11-27T00:00:00,DEN @ LAC,W,48,116.1,115.3,107.3,106.1,8.9,9.2,0.636,2.55,19.2,0.357,0.679,0.514,0.112,0.533,0.542,97.1,98.0,81.67,98,0.553,1,1,1,1,119,1172,591,667,1184,579,1152,361,1744,983,673,1430,1822,1455,675,1
2023-24,1610612743,DEN,Denver Nuggets,22300218,2023-11-20T00:00:00,DEN @ DET,W,48,107.8,108.1,103.6,106.2,4.2,1.9,0.75,2.14,21.3,0.26,0.733,0.484,0.141,0.523,0.556,99.3,98.0,81.67,99,0.556,1,1,1,1,119,1744,598,1159,230,1022,546,1473,1071,1513,1388,1564,1626,1455,646,1
2023-24,1610612743,DEN,Denver Nuggets,22300139,2023-11-04T00:00:00,DEN vs. CHI,W,48,127.9,125.5,102.9,103.1,24.9,22.4,0.738,2.58,22.1,0.262,0.796,0.549,0.122,0.617,0.653,97.2,98.0,81.67,98,0.609,1,1,1,1,119,441,408,177,298,554,374,1437,354,391,903,364,297,1455,223,1
2023-24,1610612743,DEN,Denver Nuggets,22300110,2023-10-30T00:00:00,DEN vs. UTA,W,48,112.8,112.2,101.4,104.1,11.5,8.2,0.681,2.46,23.2,0.19,0.644,0.455,0.133,0.613,0.601,99.0,98.0,81.67,98,0.58,1,1,1,1,119,1417,465,732,725,649,207,2216,2089,1992,1139,402,906,1455,408,1
2023-24,1610612765,DET,Detroit Pistons,22301181,2024-04-12T00:00:00,DET @ DAL,W,48,107.0,107.0,89.6,89.0,17.4,18.0,0.5,3.29,17.7,0.14,0.771,0.449,0.07,0.526,0.541,99.6,100.0,83.33,100,0.581,1,1,1,1,119,1818,37,282,2252,224,1605,2409,612,2079,65,1519,1836,963,406,1
2023-24,1610612765,DET,Detroit Pistons,22301128,2024-04-06T00:00:00,DET @ BKN,L,48,104.3,108.4,119.6,117.7,-15.3,-9.3,0.595,2.5,19.2,0.196,0.658,0.393,0.105,0.549,0.549,96.6,95.5,79.58,95,0.411,1,1231,1231,1231,119,1718,1474,1801,1614,615,1140,2162,1964,2409,508,1189,1710,1903,2122,1
2023-24,1610612765,DET,Detroit Pistons,22301035,2024-03-25T00:00:00,DET @ NYK,L,48,96.4,98.0,123.2,124.0,-26.7,-26.0,0.647,1.83,16.3,0.222,0.708,0.451,0.119,0.443,0.507,101.7,100.5,83.75,101,0.376,1,1231,1231,1231,119,2263,1936,2333,1089,1428,1997,1912,1361,2057,831,2325,2176,851,2297,1
2023-24,1610612765,DET,Detroit Pistons,22300984,2024-03-18T00:00:00,DET @ BOS,L,48,98.3,98.9,123.0,124.0,-24.7,-25.0,0.583,1.62,16.8,0.184,0.66,0.431,0.137,0.482,0.519,96.2,95.5,79.58,95,0.387,1,1231,1231,1231,119,2251,1928,2320,1729,1750,1853,2254,1910,2234,1259,2068,2076,1903,2259,1
2023-24,1610612765,DET,Detroit Pistons,22300839,2024-02-27T00:00:00,DET @ CHI,W,48,108.1,110.5,98.0,100.0,10.1,10.5,0.595,1.1,17.1,0.286,0.689,0.524,0.211,0.587,0.617,97.0,95.0,79.17,95,0.556,1,1,1,1,119,1542,241,599,1632,2358,1784,1148,1636,790,2392,654,680,1995,641,1
2023-24,1610612765,DET,Detroit Pistons,22300787,2024-02-14T00:00:00,DET @ PHX,L,48,89.5,90.9,104.2,104.5,-14.6,-13.6,0.684,1.37,17.1,0.262,0.717,0.45,0.173,0.434,0.46,111.5,110.5,92.08,110,0.342,1,1231,1231,1231,119,2405,485,2000,684,2087,1778,1453,1253,2071,2046,2372,2409,11,2390,1
2023-24,1610612765,DET,Detroit Pistons,22300741,2024-02-08T00:00:00,DET @ POR,W,53,118.9,121.9,111.4,115.1,7.5,6.8,0.578,1.53,17.2,0.404,0.653,0.525,0.162,0.57,0.6,98.3,95.55,79.62,105,0.501,1,1,1,1,17,657,1273,830,1785,1883,1743,115,1993,783,1871,888,920,1901,1221,1
2023-24,1610612765,DET,Detroit Pistons,22300654,2024-01-28T00:00:00,DET vs. OKC,W,48,123.3,123.7,108.0,106.1,15.2,17.6,0.574,3.0,19.3,0.32,0.76,0.54,0.093,0.553,0.58,96.8,97.5,81.25,97,0.592,1,1,1,1,119,549,591,297,1819,316,1115,718,724,533,296,1139,1224,1551,321,1
2023-24,1610612765,DET,Detroit Pistons,22300519,2024-01-10T00:00:00,DET vs. SAS,L,48,105.1,109.1,128.9,132.7,-23.7,-23.6,0.75,3.3,22.4,0.302,0.708,0.495,0.101,0.51,0.531,101.8,98.5,82.08,99,0.407,1,1231,1231,1231,119,1659,2302,2302,230,219,315,964,1361,1298,429,1781,1946,1311,2147,1
2023-24,1610612765,DET,Detroit Pistons,22300334,2023-12-16T00:00:00,DET @ MIL,L,48,108.1,108.6,133.8,140.4,-25.7,-31.8,0.581,3.13,17.6,0.214,0.675,0.406,0.076,0.479,0.531,107.3,104.5,87.08,105,0.398,1,1231,1231,1231,119,1707,2419,2400,1755,280,1628,1993,1773,2372,116,2085,1952,269,2188,1
2023-24,1610612765,DET,Detroit Pistons,22300268,2023-11-30T00:00:00,DET @ NYK,L,48,111.5,113.1,118.8,119.2,-7.3,-6.1,0.512,1.1,16.8,0.244,0.706,0.5,0.202,0.623,0.633,99.9,99.0,82.5,99,0.459,1,1231,1231,1231,119,1345,1610,1583,2227,2358,1857,1681,1396,1191,2353,314,502,1195,1629,1
2023-24,1610612765,DET,Detroit Pistons,22300218,2023-11-20T00:00:00,DET vs. DEN,L,48,103.6,106.2,107.8,108.1,-4.2,-1.9,0.583,1.17,16.2,0.267,0.74,0.516,0.186,0.488,0.557,99.3,98.0,81.67,97,0.444,1,1231,1231,1231,119,1859,710,1302,1729,2314,2046,1377,977,938,2199,2029,1607,1455,1812,1
2023-24,1610612765,DET,Detroit Pistons,22300145,2023-11-06T00:00:00,DET vs. GSW,L,48,111.0,112.4,119.7,123.7,-8.8,-11.3,0.605,1.44,17.7,0.238,0.611,0.448,0.165,0.556,0.611,99.2,97.0,80.83,97,0.469,1,1231,1231,1231,119,1407,1906,1908,1515,1998,1605,1753,2279,2092,1913,1084,759,1661,1520,1
2023-24,1610612765,DET,Detroit Pistons,22300129,2023-11-02T00:00:00,DET @ NOP,L,48,113.2,116.0,124.5,123.8,-11.3,-7.8,0.732,1.88,19.6,0.426,0.767,0.577,0.16,0.505,0.55,101.4,100.5,83.75,100,0.417,1,1231,1231,1231,119,1115,1913,1696,340,1365,1019,69,641,159,1806,1844,1703,851,2076,1
2023-24,1610612765,DET,Detroit Pistons,22300088,2023-10-28T00:00:00,DET vs. CHI,W,48,121.9,126.9,107.3,109.7,14.6,17.2,0.644,1.71,20.7,0.419,0.75,0.606,0.183,0.593,0.622,95.9,93.0,77.5,93,0.622,1,1,1,1,119,364,845,313,1114,1623,681,84,828,55,2173,592,611,2241,172,1
2023-24,1610612745,HOU,Houston Rockets,22301183,2024-04-12T00:00:00,HOU @ POR,W,48,116.2,118.4,108.3,109.2,7.9,9.2,0.568,2.78,18.2,0.286,0.678,0.5,0.092,0.538,0.575,99.3,98.0,81.67,98,0.559,1,1,1,1,119,920,804,667,1875,454,1432,1148,1761,1191,280,1348,1312,1455,615,1
2023-24,1610612745,HOU,Houston Rockets,22301120,2024-04-05T00:00:00,HOU vs. MIA,L,48,106.1,105.1,119.9,119.0,-13.8,-13.9,0.735,2.78,18.1,0.246,0.778,0.48,0.091,0.456,0.515,98.6,99.5,82.92,99,0.432,1,1231,1231,1231,119,1928,1588,2022,323,454,1475,1635,528,1579,258,2253,2111,1069,1950,1
2023-24,1610612745,HOU,Houston Rockets,22300897,2024-03-06T00:00:00,HOU vs. LAC,L,48,120.2,123.4,132.0,129.8,-11.7,-6.4,0.733,4.13,22.9,0.353,0.784,0.534,0.085,0.564,0.572,94.5,94.0,78.33,94,0.459,1,1231,1231,1231,119,563,2228,1604,331,77,247,398,479,613,185,965,1363,2147,1628,1
2023-24,1610612745,HOU,Houston Rockets,22300806,2024-02-23T00:00:00,HOU vs. PHX,W,48,108.6,110.7,108.5,106.8,0.1,3.9,0.676,1.79,16.7,0.361,0.672,0.516,0.136,0.478,0.528,103.2,103.0,85.83,103,0.481,1,1,1,1,119,1534,624,1050,755,1500,1890,341,1829,927,1236,2091,1984,429,1401,1
2023-24,1610612745,HOU,Houston Rockets,22300754,2024-02-10T00:00:00,HOU @ ATL,L,48,103.3,107.6,114.8,116.2,-11.5,-8.6,0.5,1.29,14.8,0.373,0.796,0.575,0.162,0.505,0.521,107.8,105.0,87.5,105,0.448,1,1231,1231,1231,119,1779,1357,1753,2252,2179,2262,264,348,173,1871,1864,2043,223,1761,1
2023-24,1610612745,HOU,Houston Rockets,22300645,2024-01-27T00:00:00,HOU @ BKN,L,48,98.0,99.0,98.8,101.9,-0.8,-2.9,0.541,1.18,14.0,0.305,0.875,0.561,0.162,0.447,0.499,106.7,104.5,87.08,105,0.451,1,1231,1231,1231,119,2224,336,1356,2070,2304,2347,906,30,301,1871,2298,2225,269,1725,1
2023-24,1610612745,HOU,Houston Rockets,22300603,2024-01-21T00:00:00,HOU vs. BOS,L,48,99.4,101.9,109.5,110.5,-10.1,-8.6,0.634,1.73,17.9,0.268,0.667,0.469,0.143,0.489,0.516,106.8,105.0,87.5,105,0.448,1,1231,1231,1231,119,2126,916,1754,1205,1571,1532,1373,1834,1795,1419,1991,2104,223,1759,1
2023-24,1610612745,HOU,Houston Rockets,22300542,2024-01-13T00:00:00,HOU @ BOS,L,48,102.5,104.6,134.3,135.5,-31.7,-30.9,0.5,1.54,13.7,0.295,0.766,0.5,0.12,0.439,0.504,109.1,107.5,89.58,108,0.392,1,1231,1231,1231,119,1973,2364,2395,2252,1849,2377,1040,646,1191,874,2350,2200,85,2228,1
2023-24,1610612745,HOU,Houston Rockets,22300496,2024-01-06T00:00:00,HOU vs. MIL,W,48,111.9,112.0,106.4,106.9,5.5,5.1,0.611,2.2,16.8,0.191,0.837,0.521,0.1,0.512,0.577,100.8,100.5,83.75,100,0.531,1,1,1,1,119,1432,634,957,1469,947,1857,2207,109,846,404,1720,1288,851,943,1
2023-24,1610612745,HOU,Houston Rockets,22300418,2023-12-27T00:00:00,HOU vs. PHX,L,48,105.9,113.0,123.5,127.7,-17.6,-14.7,0.5,2.0,14.7,0.304,0.658,0.447,0.1,0.505,0.535,105.6,100.5,83.75,100,0.383,1,1231,1231,1231,119,1358,2137,2059,2252,1161,2267,935,1964,2099,404,1854,1900,851,2267,1
2023-24,1610612745,HOU,Houston Rockets,22300392,2023-12-23T00:00:00,HOU @ NOP,W,48,110.0,110.4,106.4,110.6,3.6,-0.2,0.6,1.75,15.8,0.333,0.653,0.49,0.125,0.482,0.544,97.1,95.0,79.17,96,0.504,1,1,1,1,119,1546,920,1241,1557,1551,2117,563,1993,1392,951,2074,1785,1995,1199,1
2023-24,1610612745,HOU,Houston Rockets,22300349,2023-12-18T00:00:00,HOU @ CLE,L,53,115.2,126.2,122.8,131.1,-7.6,-4.9,0.723,2.43,21.0,0.482,0.607,0.545,0.136,0.52,0.571,100.9,93.28,77.74,103,0.509,1,1231,1231,1231,17,399,2267,1481,400,679,609,11,2297,462,1236,1630,1372,2239,1144,1
2023-24,1610612745,HOU,Houston Rockets,22300263,2023-11-29T00:00:00,HOU @ DEN,L,48,130.0,136.3,137.5,147.3,-7.5,-11.0,0.574,3.0,20.5,0.326,0.56,0.452,0.099,0.64,0.657,96.4,91.0,75.83,91,0.46,1,1231,1231,1231,119,86,2457,1888,1819,316,743,672,2416,2048,383,198,270,2377,1614,1
2023-24,1610612745,HOU,Houston Rockets,22300224,2023-11-20T00:00:00,HOU @ GSW,L,48,120.4,122.1,132.2,128.7,-11.8,-6.6,0.636,3.5,20.0,0.315,0.818,0.541,0.084,0.532,0.561,93.9,94.5,78.75,95,0.478,1,1231,1231,1231,119,647,2186,1620,1184,165,868,778,193,518,180,1450,1548,2083,1429,1
2023-24,1610612754,IND,Indiana Pacers,22301043,2024-03-25T00:00:00,IND @ LAC,W,48,137.6,141.5,123.8,122.1,13.7,19.4,0.56,3.5,21.1,0.275,0.69,0.488,0.085,0.68,0.695,95.2,94.5,78.75,94,0.548,1,1,1,1,119,32,1811,246,1945,165,594,1290,1601,1456,185,61,81,2083,756,1
2023-24,1610612754,IND,Indiana Pacers,22300948,2024-03-13T00:00:00,IND vs. CHI,L,53,115.9,116.2,118.8,118.9,-3.0,-2.7,0.652,3.33,19.6,0.232,0.816,0.505,0.081,0.535,0.579,100.7,100.53,83.77,111,0.484,1,1231,1231,1231,17,1099,1582,1343,1027,207,1019,1821,202,1171,157,1388,1246,843,1366,1
2023-24,1610612754,IND,Indiana Pacers,22300829,2024-02-26T00:00:00,IND vs. TOR,L,48,113.9,120.8,125.6,127.5,-11.7,-6.7,0.587,2.7,18.1,0.375,0.66,0.505,0.099,0.525,0.554,105.3,101.5,84.58,101,0.443,1,1231,1231,1231,119,745,2118,1622,1704,489,1468,246,1938,1164,388,1533,1652,659,1830,1
2023-24,1610612754,IND,Indiana Pacers,22300691,2024-02-02T00:00:00,IND vs. SAC,L,48,111.4,110.9,120.6,120.9,-9.2,-10.0,0.5,1.05,16.1,0.244,0.705,0.482,0.2,0.6,0.638,109.9,110.0,91.67,110,0.465,1,1231,1231,1231,119,1525,1723,1835,2252,2395,2056,1681,1422,1550,2328,524,434,21,1561,1
2023-24,1610612754,IND,Indiana Pacers,22300636,2024-01-26T00:00:00,IND vs. PHX,W,48,123.6,126.7,119.2,124.8,4.4,1.9,0.586,2.62,20.9,0.436,0.718,0.553,0.124,0.569,0.575,108.8,105.0,87.5,105,0.508,1,1,1,1,119,373,1983,1157,1715,533,653,47,1245,353,947,900,1313,223,1160,1
2023-24,1610612754,IND,Indiana Pacers,22300590,2024-01-19T00:00:00,IND @ POR,L,48,104.5,111.7,116.4,118.0,-11.8,-6.3,0.872,2.43,22.4,0.268,0.721,0.465,0.136,0.538,0.564,105.7,101.5,84.58,103,0.452,1,1231,1231,1231,119,1468,1501,1602,12,679,334,1373,1214,1856,1236,1341,1493,659,1712,1
2023-24,1610612754,IND,Indiana Pacers,22300564,2024-01-15T00:00:00,IND @ UTA,L,48,102.9,102.9,130.2,130.7,-27.2,-27.8,0.711,1.93,18.1,0.35,0.684,0.48,0.137,0.447,0.495,101.7,101.5,84.58,102,0.335,1,1231,1231,1231,119,2069,2251,2356,480,1281,1468,429,1684,1595,1274,2294,2252,659,2403,1
2023-24,1610612754,IND,Indiana Pacers,22300493,2024-01-06T00:00:00,IND vs. BOS,L,48,100.3,100.0,114.2,116.8,-13.8,-16.8,0.605,2.56,17.0,0.19,0.638,0.39,0.089,0.457,0.497,102.0,101.0,84.17,101,0.43,1,1231,1231,1231,119,2180,1403,2134,1515,573,1791,2224,2122,2421,228,2246,2242,741,1967,1
2023-24,1610612754,IND,Indiana Pacers,22300377,2023-12-21T00:00:00,IND @ MEM,L,48,103.2,104.0,110.2,118.4,-7.1,-14.3,0.737,1.65,19.7,0.308,0.659,0.469,0.172,0.522,0.543,102.5,98.5,82.08,99,0.447,1,1231,1231,1231,119,1998,1536,2040,306,1707,980,869,1950,1797,2027,1583,1801,1311,1774,1
2023-24,1610612754,IND,Indiana Pacers,22300338,2023-12-16T00:00:00,IND @ MIN,L,48,110.1,109.0,126.9,128.3,-16.9,-19.3,0.556,1.67,17.9,0.333,0.75,0.529,0.15,0.533,0.562,99.5,99.5,82.92,100,0.437,1,1231,1231,1231,119,1666,2166,2212,1972,1671,1551,563,828,691,1605,1422,1543,1069,1899,1
2023-24,1610612754,IND,Indiana Pacers,22300230,2023-11-22T00:00:00,IND vs. TOR,L,48,121.3,123.6,120.9,123.4,0.4,0.2,0.66,2.2,22.4,0.19,0.614,0.407,0.142,0.648,0.668,108.6,106.5,88.75,106,0.495,1,1231,1231,1231,119,556,1894,1221,940,947,315,2216,2265,2367,1408,153,193,127,1270,1
2023-24,1610612754,IND,Indiana Pacers,22300171,2023-11-09T00:00:00,IND vs. MIL,W,48,120.2,124.8,115.4,121.6,4.8,3.2,0.614,2.08,19.3,0.24,0.773,0.489,0.129,0.587,0.625,106.1,101.5,84.58,101,0.483,1,1,1,1,119,479,1777,1081,1441,1095,1115,1722,594,1421,1043,651,578,659,1373,1
2023-24,1610612754,IND,Indiana Pacers,22300133,2023-11-04T00:00:00,IND vs. CHA,L,48,119.2,125.3,126.1,127.6,-6.9,-2.3,0.689,2.07,20.8,0.38,0.659,0.505,0.152,0.602,0.62,101.6,98.5,82.08,99,0.48,1,1231,1231,1231,119,454,2123,1334,648,1142,662,224,1961,1118,1636,511,646,1311,1404,1
2023-24,1610612746,LAC,LA Clippers,22301165,2024-04-10T00:00:00,LAC vs. PHX,L,48,104.4,104.9,117.4,120.4,-13.0,-15.5,0.523,1.77,16.8,0.208,0.735,0.461,0.126,0.526,0.543,104.5,103.0,85.83,103,0.437,1,1231,1231,1231,119,1953,1690,2087,2181,1529,1868,2056,1050,1906,977,1519,1794,429,1902,1
2023-24,1610612746,LAC,LA Clippers,22301126,2024-04-05T00:00:00,LAC vs. UTA,W,48,123.7,126.0,97.4,99.0,26.3,26.9,0.627,2.13,21.8,0.262,0.717,0.529,0.144,0.632,0.662,105.3,103.5,86.25,104,0.645,1,1,1,1,119,419,230,116,1307,1040,434,1437,1274,691,1463,248,231,357,106,1
2023-24,1610612746,LAC,LA Clippers,22301043,2024-03-25T00:00:00,LAC vs. IND,L,48,123.8,122.1,137.6,141.5,-13.7,-19.4,0.565,2.6,19.4,0.31,0.725,0.512,0.105,0.576,0.613,95.2,94.5,78.75,95,0.452,1,1231,1231,1231,119,647,2429,2215,1902,539,1086,846,1164,1001,508,805,737,2083,1705,1
2023-24,1610612746,LAC,LA Clippers,22300964,2024-03-15T00:00:00,LAC @ NOP,L,48,109.1,110.6,116.9,117.9,-7.8,-7.3,0.486,1.2,15.1,0.175,0.723,0.471,0.16,0.558,0.609,95.6,94.5,78.75,94,0.472,1,1231,1231,1231,119,1537,1491,1666,2326,2283,2224,2303,1178,1747,1799,1055,794,2083,1484,1
2023-24,1610612746,LAC,LA Clippers,22300924,2024-03-10T00:00:00,LAC vs. MIL,L,48,115.4,119.4,125.4,126.5,-10.0,-7.1,0.638,3.0,20.1,0.368,0.792,0.562,0.102,0.519,0.54,100.1,98.0,81.67,98,0.46,1,1231,1231,1231,119,831,2078,1660,1174,316,858,286,406,285,443,1634,1857,1455,1609,1
2023-24,1610612746,LAC,LA Clippers,22300880,2024-03-04T00:00:00,LAC @ MIL,L,48,101.9,108.2,118.5,114.1,-16.6,-6.0,0.676,1.79,18.7,0.216,0.833,0.495,0.143,0.536,0.558,99.7,98.5,82.08,98,0.443,1,1231,1231,1231,119,1736,1191,1569,755,1500,1315,1983,114,1328,1419,1382,1595,1311,1824,1
2023-24,1610612746,LAC,LA Clippers,22300807,2024-02-23T00:00:00,LAC @ MEM,W,48,102.6,105.2,97.9,100.0,4.7,5.2,0.541,0.95,15.0,0.362,0.696,0.544,0.219,0.512,0.552,97.8,95.5,79.58,96,0.508,1,1,1,1,119,1916,241,944,2070,2427,2230,331,1516,478,2417,1725,1678,1903,1165,1
2023-24,1610612746,LAC,LA Clippers,22300716,2024-02-05T00:00:00,LAC @ ATL,W,48,145.2,144.7,137.3,139.8,7.9,4.9,0.615,4.0,22.4,0.205,0.667,0.46,0.078,0.702,0.726,103.8,103.0,85.83,103,0.528,1,1,1,1,119,17,2418,979,1420,83,330,2074,1834,1929,125,35,34,429,978,1
2023-24,1610612746,LAC,LA Clippers,22300646,2024-01-27T00:00:00,LAC @ BOS,W,48,111.7,115.0,96.0,99.0,15.8,16.0,0.622,3.5,18.8,0.362,0.688,0.533,0.08,0.49,0.523,101.5,98.5,82.08,100,0.606,1,1,1,1,119,1193,213,349,1347,165,1281,325,1638,631,141,1982,2029,1311,244,1
2023-24,1610612746,LAC,LA Clippers,22300511,2024-01-08T00:00:00,LAC vs. PHX,W,48,140.6,140.8,112.4,114.4,28.3,26.4,0.604,2.29,22.2,0.389,0.805,0.61,0.143,0.712,0.725,98.4,97.5,81.25,98,0.645,1,1,1,1,119,37,1227,123,1555,836,357,179,271,38,1419,25,35,1551,107,1
2023-24,1610612746,LAC,LA Clippers,22300379,2023-12-21T00:00:00,LAC @ OKC,L,48,112.4,112.7,132.8,134.0,-20.3,-21.3,0.523,1.44,16.4,0.306,0.816,0.529,0.157,0.565,0.585,101.6,101.0,84.17,102,0.389,1,1231,1231,1231,119,1384,2335,2269,2181,1998,1956,888,208,710,1755,949,1160,741,2249,1
2023-24,1610612746,LAC,LA Clippers,22300309,2023-12-12T00:00:00,LAC vs. SAC,W,48,114.2,115.5,95.6,97.1,18.6,18.5,0.477,1.24,15.8,0.22,0.811,0.553,0.165,0.589,0.638,103.9,102.5,85.42,103,0.599,1,1,1,1,119,1149,174,271,2341,2249,2117,1945,232,353,1924,624,439,521,283,1
2023-24,1610612746,LAC,LA Clippers,22300273,2023-11-30T00:00:00,LAC @ GSW,L,48,118.1,121.3,126.8,126.3,-8.7,-5.0,0.619,4.33,18.8,0.31,0.69,0.47,0.064,0.505,0.54,95.6,94.5,78.75,94,0.44,1,1231,1231,1231,119,702,2066,1498,1390,65,1255,836,1601,1772,48,1851,1851,2083,1862,1
2023-24,1610612746,LAC,LA Clippers,22300244,2023-11-25T00:00:00,LAC vs. DAL,W,48,109.6,115.1,91.5,95.7,18.1,19.4,0.658,1.92,17.5,0.463,0.746,0.611,0.14,0.477,0.526,96.9,92.5,77.08,93,0.652,1,1,1,1,119,1189,136,244,992,1311,1671,23,898,36,1336,2107,1994,2301,83,1
2023-24,1610612746,LAC,LA Clippers,22300127,2023-11-01T00:00:00,LAC @ LAL,L,53,111.7,113.6,117.3,119.3,-5.6,-5.6,0.468,1.69,15.1,0.241,0.74,0.472,0.118,0.545,0.564,100.9,99.17,82.64,110,0.422,1,1231,1231,1231,17,1314,1617,1538,2368,1638,2229,1700,977,1731,820,1234,1495,1191,2034,1
2023-24,1610612747,LAL,Los Angeles Lakers,22301143,2024-04-07T00:00:00,LAL vs. MIN,L,48,113.5,113.6,119.6,123.3,-6.1,-9.7,0.692,1.8,18.9,0.283,0.646,0.468,0.146,0.53,0.596,104.6,103.0,85.83,103,0.477,1,1231,1231,1231,119,1315,1887,1824,611,1477,1245,1196,2064,1808,1501,1477,972,429,1441,1
2023-24,1610612747,LAL,Los Angeles Lakers,22301103,2024-04-03T00:00:00,LAL @ WAS,W,48,113.9,115.7,110.4,110.1,3.5,5.6,0.457,1.24,14.8,0.271,0.851,0.558,0.157,0.549,0.602,109.2,108.5,90.42,108,0.537,1,1,1,1,119,1133,877,922,2392,2249,2258,1349,68,323,1767,1183,882,57,870,1
2023-24,1610612747,LAL,Los Angeles Lakers,22301055,2024-03-27T00:00:00,LAL @ MEM,W,48,125.5,128.3,116.6,115.9,8.9,12.4,0.689,1.94,21.2,0.225,0.755,0.527,0.151,0.667,0.705,107.4,106.5,88.75,106,0.564,1,1,1,1,119,291,1337,516,648,1264,551,1877,814,742,1629,95,59,127,551,1
2023-24,1610612747,LAL,Los Angeles Lakers,22300856,2024-02-29T00:00:00,LAL vs. WAS,W,53,116.0,119.6,116.7,118.0,-0.7,1.6,0.566,2.73,19.5,0.235,0.765,0.5,0.098,0.564,0.601,103.2,100.98,84.15,112,0.512,1,1,1,1,17,813,1510,1174,1899,478,1059,1783,664,1191,380,952,917,835,1123,1
2023-24,1610612747,LAL,Los Angeles Lakers,22300813,2024-02-23T00:00:00,LAL vs. SAS,W,48,116.1,118.3,113.3,114.6,2.8,3.7,0.571,2.15,19.2,0.292,0.696,0.51,0.125,0.574,0.598,105.0,103.5,86.25,104,0.507,1,1,1,1,119,929,1235,1060,1830,1001,1152,1078,1516,1076,951,836,954,357,1166,1
2023-24,1610612747,LAL,Los Angeles Lakers,22300788,2024-02-14T00:00:00,LAL @ UTA,W,48,129.5,136.6,116.5,118.4,13.0,18.2,0.654,3.4,23.4,0.256,0.648,0.484,0.099,0.648,0.679,105.6,102.0,85.0,101,0.584,1,1,1,1,119,83,1542,276,1018,193,178,1508,2041,1525,388,153,132,585,368,1
2023-24,1610612747,LAL,Los Angeles Lakers,22300747,2024-02-09T00:00:00,LAL vs. NOP,W,48,132.3,137.6,119.5,120.8,12.8,16.8,0.653,4.0,22.4,0.244,0.711,0.488,0.079,0.636,0.681,103.6,101.0,84.17,101,0.547,1,1,1,1,119,63,1710,326,1022,83,330,1681,1329,1449,134,210,128,741,763,1
2023-24,1610612747,LAL,Los Angeles Lakers,22300669,2024-01-30T00:00:00,LAL @ ATL,L,48,113.0,111.9,126.7,127.8,-13.7,-15.9,0.583,2.0,19.2,0.188,0.694,0.443,0.128,0.6,0.604,108.5,108.5,90.42,109,0.447,1,1231,1231,1231,119,1442,2143,2105,1729,1161,1152,2230,1558,2130,1035,524,864,57,1773,1
2023-24,1610612747,LAL,Los Angeles Lakers,22300446,2023-12-31T00:00:00,LAL @ NOP,L,48,106.9,107.9,129.2,129.0,-22.3,-21.1,0.667,2.0,19.3,0.174,0.711,0.44,0.129,0.537,0.586,100.9,100.5,83.75,101,0.444,1,1231,1231,1231,119,1757,2192,2261,839,1161,1132,2307,1329,2151,1043,1369,1142,851,1822,1
2023-24,1610612747,LAL,Los Angeles Lakers,22300380,2023-12-21T00:00:00,LAL @ MIN,L,48,106.2,108.8,114.6,115.7,-8.4,-6.9,0.512,1.17,15.8,0.233,0.723,0.489,0.176,0.554,0.593,103.8,102.0,85.0,102,0.437,1,1231,1231,1231,119,1679,1322,1637,2216,2314,2117,1816,1178,1436,2099,1109,1021,585,1896,1
2023-24,1610612747,LAL,Los Angeles Lakers,22300316,2023-12-13T00:00:00,LAL @ SAS,W,48,111.4,110.9,107.3,108.2,4.2,2.7,0.633,1.94,21.1,0.152,0.774,0.485,0.145,0.615,0.619,110.2,110.0,91.67,110,0.545,1,1,1,1,119,1525,726,1117,1222,1264,588,2378,586,1495,1495,382,649,21,793,1
2023-24,1610612747,LAL,Los Angeles Lakers,22300271,2023-11-30T00:00:00,LAL @ OKC,L,48,107.8,104.8,127.1,127.9,-19.3,-23.1,0.667,1.71,17.6,0.149,0.8,0.467,0.133,0.512,0.578,103.4,104.5,87.08,105,0.406,1,1231,1231,1231,119,1963,2147,2294,839,1599,1616,2389,304,1821,1159,1707,1266,269,2151,1
2023-24,1610612747,LAL,Los Angeles Lakers,22300238,2023-11-22T00:00:00,LAL vs. DAL,L,48,104.8,104.1,108.3,109.5,-3.5,-5.3,0.667,2.0,19.3,0.24,0.783,0.536,0.134,0.53,0.547,96.2,96.0,80.0,97,0.508,1,1231,1231,1231,119,1988,832,1527,839,1161,1132,1722,483,586,1182,1477,1747,1823,1157,1
