SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,AVAILABLE_FLAG
2023-24,1610612747,LAL,Los Angeles Lakers,22300198,2023-11-15T00:00:00,LAL vs. SAC,L,48,102.5,100.9,115.2,114.7,-12.8,-13.8,0.595,1.09,17.7,0.163,0.76,0.484,0.211,0.572,0.602,107.9,109.0,90.83,109,0.449,1,1231,1231,1231,119,2177,1242,2015,1614,2365,1589,2353,724,1525,2393,848,888,45,1734,1
2023-24,1610612747,LAL,Los Angeles Lakers,22300111,2023-10-30T00:00:00,LAL vs. ORL,W,48,106.1,107.1,101.1,104.0,5.0,3.0,0.667,1.75,21.2,0.125,0.7,0.47,0.162,0.582,0.61,100.9,99.0,82.5,99,0.564,1,1,1,1,119,1812,456,1093,839,1551,560,2430,1469,1772,1840,711,773,1195,552,1
2023-24,1610612763,MEM,Memphis Grizzlies,22301158,2024-04-10T00:00:00,MEM @ CLE,L,48,99.6,101.0,111.4,113.4,-11.7,-12.4,0.636,1.31,16.0,0.275,0.708,0.485,0.165,0.476,0.531,98.6,97.0,80.83,97,0.433,1,1231,1231,1231,119,2152,1124,1942,1184,2159,2069,1298,1361,1495,1913,2120,1951,1661,1939,1
2023-24,1610612763,MEM,Memphis Grizzlies,22301129,2024-04-06T00:00:00,MEM vs. PHI,L,48,95.8,96.0,117.0,117.2,-21.3,-21.2,0.583,1.11,15.3,0.358,0.756,0.532,0.19,0.466,0.499,99.7,99.5,82.92,100,0.383,1,1231,1231,1231,119,2314,1429,2264,1729,2351,2193,351,767,644,2253,2188,2231,1069,2270,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300950,2024-03-13T00:00:00,MEM vs. CHA,L,48,100.2,100.0,108.1,111.1,-8.0,-11.1,0.667,1.0,17.1,0.367,0.756,0.544,0.245,0.518,0.545,99.8,98.5,82.08,98,0.424,1,1231,1231,1231,119,2180,944,1896,839,2401,1767,293,767,470,2454,1644,1769,1311,2005,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300868,2024-03-02T00:00:00,MEM vs. POR,L,53,88.9,92.6,95.1,99.1,-6.2,-6.5,0.7,0.88,14.6,0.281,0.691,0.482,0.222,0.452,0.513,101.9,97.81,81.51,108,0.506,1,1231,1231,1231,17,2382,238,1610,555,2445,2290,1218,1593,1552,2420,2270,2134,1545,1178,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300790,2024-02-15T00:00:00,MEM vs. MIL,W,48,112.6,113.0,108.1,108.9,4.5,4.1,0.682,1.88,21.7,0.186,0.68,0.452,0.16,0.608,0.618,101.1,100.5,83.75,100,0.538,1,1,1,1,119,1358,783,1036,710,1365,441,2237,1731,2048,1806,442,662,851,859,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300693,2024-02-02T00:00:00,MEM vs. GSW,L,48,98.5,101.0,120.2,119.8,-21.7,-18.8,0.857,2.14,21.1,0.222,0.763,0.446,0.14,0.483,0.518,101.6,100.5,83.75,100,0.371,1,1231,1231,1231,119,2162,1652,2197,15,1022,581,1912,683,2113,1347,2058,2090,851,2319,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300663,2024-01-29T00:00:00,MEM vs. SAC,L,48,96.6,96.9,106.8,106.2,-10.3,-9.3,0.733,1.57,16.9,0.208,0.705,0.433,0.144,0.456,0.509,96.9,97.0,80.83,97,0.417,1,1231,1231,1231,119,2295,598,1798,331,1813,1825,2056,1422,2216,1478,2247,2162,1661,2077,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300544,2024-01-13T00:00:00,MEM vs. NYK,L,48,97.3,94.9,106.7,108.2,-9.4,-13.2,0.75,2.25,19.9,0.196,0.609,0.392,0.121,0.466,0.502,98.0,98.5,82.08,99,0.445,1,1231,1231,1231,119,2342,718,1983,230,872,941,2162,2287,2415,880,2188,2206,1311,1805,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300470,2024-01-03T00:00:00,MEM vs. TOR,L,48,107.4,106.7,113.9,113.7,-6.5,-7.0,0.625,2.5,17.9,0.259,0.826,0.52,0.096,0.505,0.542,102.6,103.0,85.83,104,0.47,1,1231,1231,1231,119,1838,1157,1648,1311,615,1551,1485,148,867,345,1844,1812,429,1509,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300438,2023-12-29T00:00:00,MEM @ LAC,L,48,101.1,103.9,111.4,115.8,-10.3,-11.9,0.763,2.42,20.9,0.157,0.674,0.402,0.118,0.511,0.553,104.9,101.5,84.58,102,0.449,1,1231,1231,1231,119,2017,1333,1929,180,691,640,2366,1790,2387,809,1737,1664,659,1742,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300360,2023-12-19T00:00:00,MEM @ NOP,W,48,115.3,118.6,118.3,117.7,-3.0,0.8,0.463,1.06,14.3,0.378,0.739,0.56,0.186,0.561,0.607,97.7,96.5,80.42,97,0.5,1,1,1,1,119,906,1474,1202,2375,2380,2314,234,989,306,2199,1006,825,1747,1225,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300288,2023-12-02T00:00:00,MEM @ PHX,L,48,103.3,105.8,108.5,113.7,-5.2,-7.9,0.359,0.82,10.8,0.292,0.647,0.475,0.165,0.506,0.564,106.2,102.5,85.42,103,0.435,1,1231,1231,1231,119,1893,1157,1707,2456,2453,2453,1078,2052,1681,1924,1811,1484,521,1921,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300213,2023-11-19T00:00:00,MEM vs. BOS,L,48,103.7,106.4,106.3,108.5,-2.5,-2.1,0.757,2.55,20.1,0.31,0.696,0.481,0.117,0.479,0.503,96.2,94.0,78.33,94,0.474,1,1231,1231,1231,119,1850,748,1323,206,579,841,836,1527,1569,792,2088,2203,2147,1466,1
2023-24,1610612763,MEM,Memphis Grizzlies,22300089,2023-10-28T00:00:00,MEM @ WAS,L,48,99.1,103.9,109.0,108.7,-9.9,-4.7,0.692,1.5,19.3,0.231,0.759,0.5,0.176,0.533,0.558,105.3,103.0,85.83,102,0.477,1,1231,1231,1231,119,2017,760,1467,611,1899,1115,1826,740,1191,2099,1426,1589,429,1437,1
2023-24,1610612748,MIA,Miami Heat,22301161,2024-04-10T00:00:00,MIA vs. DAL,L,48,99.2,101.1,121.0,122.0,-21.8,-20.9,0.667,1.22,17.1,0.333,0.783,0.553,0.198,0.488,0.53,92.2,91.0,75.83,91,0.39,1,1231,1231,1231,119,2135,1805,2257,839,2261,1784,563,485,353,2317,2029,1953,2377,2243,1
2023-24,1610612748,MIA,Miami Heat,22301120,2024-04-05T00:00:00,MIA @ HOU,W,48,119.9,119.0,106.1,105.1,13.8,13.9,0.614,3.0,19.7,0.222,0.754,0.52,0.09,0.567,0.606,98.6,99.5,82.92,100,0.568,1,1,1,1,119,862,528,439,1441,316,989,1912,822,872,241,913,841,1069,511,1
2023-24,1610612748,MIA,Miami Heat,22300985,2024-03-18T00:00:00,MIA @ PHI,L,48,91.8,94.8,102.9,102.1,-11.1,-7.3,0.657,1.53,16.9,0.298,0.837,0.547,0.156,0.461,0.478,97.2,96.0,80.0,96,0.446,1,1231,1231,1231,119,2347,368,1670,1005,1865,1832,995,109,435,1738,2220,2347,1823,1797,1
2023-24,1610612748,MIA,Miami Heat,22300914,2024-03-08T00:00:00,MIA @ OKC,L,48,106.5,106.4,113.0,111.5,-6.5,-5.1,0.632,2.18,19.2,0.152,0.75,0.457,0.117,0.53,0.556,94.3,95.0,79.17,94,0.465,1,1231,1231,1231,119,1850,978,1505,1227,971,1149,2378,828,1965,792,1468,1620,1995,1563,1
2023-24,1610612748,MIA,Miami Heat,22300842,2024-02-27T00:00:00,MIA @ POR,W,48,111.1,114.0,98.6,103.2,12.5,10.8,0.784,1.45,22.3,0.25,0.596,0.455,0.215,0.629,0.651,96.4,93.0,77.5,93,0.596,1,1,1,1,119,1279,430,590,115,1987,341,1565,2341,2000,2408,272,312,2241,301,1
2023-24,1610612748,MIA,Miami Heat,22300779,2024-02-14T00:00:00,MIA @ PHI,W,48,111.7,113.5,102.9,108.3,8.8,5.2,0.643,2.08,19.9,0.277,0.75,0.516,0.135,0.54,0.576,99.3,96.0,80.0,96,0.546,1,1,1,1,119,1321,733,943,1131,1095,941,1268,828,938,1215,1322,1299,1823,778,1
2023-24,1610612748,MIA,Miami Heat,22300730,2024-02-07T00:00:00,MIA vs. SAS,W,48,112.5,111.5,97.7,102.0,14.8,9.6,0.674,2.64,20.7,0.149,0.804,0.49,0.106,0.563,0.597,104.8,103.0,85.83,104,0.559,1,1,1,1,119,1475,341,642,785,519,681,2389,287,1402,529,970,958,429,614,1
2023-24,1610612748,MIA,Miami Heat,22300630,2024-01-25T00:00:00,MIA vs. BOS,L,48,117.4,115.8,152.5,149.0,-35.1,-33.2,0.595,5.0,19.1,0.208,0.724,0.39,0.053,0.532,0.552,93.8,95.5,79.58,95,0.35,1,1231,1231,1231,119,1129,2458,2407,1614,35,1186,2056,1172,2422,20,1443,1685,1903,2369,1
2023-24,1610612748,MIA,Miami Heat,22300562,2024-01-15T00:00:00,MIA @ BKN,W,53,91.4,94.1,90.4,93.1,1.0,1.0,0.667,1.69,16.2,0.236,0.803,0.545,0.127,0.425,0.49,95.1,92.38,76.98,102,0.506,1,1,1,1,17,2355,93,1185,839,1638,2032,1779,303,453,1012,2399,2288,2327,1183,1
2023-24,1610612748,MIA,Miami Heat,22300320,2023-12-14T00:00:00,MIA vs. CHI,L,48,117.9,117.2,123.8,126.5,-5.9,-9.4,0.703,2.36,19.0,0.261,0.712,0.5,0.111,0.556,0.608,99.3,98.5,82.08,99,0.463,1,1231,1231,1231,119,1024,2078,1805,537,750,1217,1454,1320,1191,642,1084,811,1311,1583,1
2023-24,1610612748,MIA,Miami Heat,22300240,2023-11-25T00:00:00,MIA @ BKN,L,48,99.3,101.0,120.3,117.9,-21.0,-16.9,0.632,1.33,17.5,0.333,0.8,0.538,0.188,0.5,0.523,95.4,95.5,79.58,96,0.395,1,1231,1231,1231,119,2149,1491,2138,1227,2122,1654,563,304,556,2229,1870,2031,1903,2210,1
2023-24,1610612748,MIA,Miami Heat,22300184,2023-11-12T00:00:00,MIA @ SAS,W,48,120.2,118.0,110.5,114.1,9.7,3.9,0.667,3.71,18.7,0.25,0.7,0.471,0.07,0.506,0.577,100.2,99.5,82.92,100,0.517,1,1,1,1,119,952,1191,1054,839,124,1301,1565,1469,1759,65,1819,1280,1069,1087,1
2023-24,1610612748,MIA,Miami Heat,22300093,2023-10-28T00:00:00,MIA @ MIN,L,48,90.8,91.8,107.6,107.1,-16.8,-15.2,0.686,1.6,17.9,0.226,0.795,0.485,0.153,0.471,0.483,98.8,98.5,82.08,98,0.392,1,1231,1231,1231,119,2390,644,2078,674,1773,1536,1868,362,1505,1670,2162,2320,1311,2227,1
2023-24,1610612749,MIL,Milwaukee Bucks,22301162,2024-04-10T00:00:00,MIL vs. ORL,W,48,119.6,121.9,99.9,104.2,19.8,17.7,0.628,1.8,19.9,0.295,0.778,0.539,0.156,0.601,0.63,98.5,95.5,79.58,96,0.598,1,1,1,1,119,659,476,296,1281,1477,941,1025,528,541,1738,514,524,1903,293,1
2023-24,1610612749,MIL,Milwaukee Bucks,22301107,2024-04-03T00:00:00,MIL vs. MEM,L,48,102.8,108.6,117.5,118.1,-14.7,-9.5,0.684,2.36,19.0,0.295,0.708,0.477,0.118,0.495,0.504,96.4,93.5,77.92,93,0.419,1,1231,1231,1231,119,1702,1511,1812,684,750,1217,1040,1361,1641,821,1929,2199,2197,2063,1
2023-24,1610612749,MIL,Milwaukee Bucks,22301007,2024-03-21T00:00:00,MIL vs. BKN,W,48,119.0,119.8,110.2,112.5,8.9,7.3,0.628,2.7,20.0,0.245,0.627,0.44,0.104,0.56,0.589,97.3,96.0,80.0,96,0.501,1,1,1,1,119,810,1059,789,1281,489,868,1648,2189,2150,484,1013,1089,1823,1223,1
2023-24,1610612749,MIL,Milwaukee Bucks,22300864,2024-03-01T00:00:00,MIL @ CHI,W,48,117.6,118.9,98.9,103.2,18.7,15.8,0.595,3.14,16.8,0.269,0.76,0.51,0.074,0.517,0.565,97.1,94.5,78.75,95,0.561,1,1,1,1,119,874,426,362,1632,273,1857,1361,724,1070,94,1647,1480,2083,584,1
2023-24,1610612749,MIL,Milwaukee Bucks,22300773,2024-02-13T00:00:00,MIL vs. MIA,L,48,96.2,96.0,120.7,121.8,-24.5,-25.7,0.649,1.33,18.5,0.13,0.773,0.444,0.178,0.524,0.552,101.4,101.0,84.17,101,0.392,1,1231,1231,1231,119,2309,1792,2330,1075,2122,1382,2424,594,2124,2118,1549,1677,741,2236,1
2023-24,1610612749,MIL,Milwaukee Bucks,22300745,2024-02-09T00:00:00,MIL vs. CHA,W,48,118.2,121.2,85.1,84.8,33.1,36.4,0.634,3.71,18.8,0.25,0.8,0.523,0.071,0.532,0.574,100.2,99.0,82.5,99,0.679,1,1,1,1,119,708,17,32,1205,124,1255,1565,304,823,69,1443,1331,1195,41,1
2023-24,1610612749,MIL,Milwaukee Bucks,22300711,2024-02-04T00:00:00,MIL @ UTA,L,48,108.0,108.0,118.8,123.0,-10.8,-15.0,0.692,2.25,20.0,0.176,0.638,0.398,0.12,0.554,0.568,101.8,100.0,83.33,100,0.426,1,1231,1231,1231,119,1752,1870,2068,611,872,868,2290,2122,2395,852,1120,1410,963,1998,1
2023-24,1610612749,MIL,Milwaukee Bucks,22300648,2024-01-27T00:00:00,MIL vs. NOP,W,48,134.3,130.6,109.5,110.4,24.8,20.2,0.588,3.33,20.5,0.186,0.8,0.516,0.083,0.67,0.691,105.9,107.0,89.17,108,0.599,1,1,1,1,119,212,907,228,1694,207,727,2237,304,928,170,90,94,97,285,1
2023-24,1610612749,MIL,Milwaukee Bucks,22300552,2024-01-14T00:00:00,MIL vs. SAC,W,53,123.2,126.5,124.8,124.6,-1.6,2.0,0.646,2.21,20.5,0.167,0.784,0.485,0.124,0.63,0.674,104.1,102.79,85.66,113,0.484,1,1,1,1,17,378,1970,1153,1105,930,738,2334,469,1495,950,259,160,517,1372,1
2023-24,1610612749,MIL,Milwaukee Bucks,22300477,2024-01-04T00:00:00,MIL @ SAS,W,48,117.5,120.2,115.8,116.3,1.7,3.8,0.551,1.93,19.0,0.244,0.755,0.511,0.135,0.598,0.623,105.4,104.0,86.67,104,0.493,1,1,1,1,119,779,1376,1056,2011,1281,1205,1666,796,1031,1202,542,604,307,1294,1
2023-24,1610612749,MIL,Milwaukee Bucks,22300346,2023-12-17T00:00:00,MIL vs. HOU,W,48,121.8,129.3,121.1,121.4,0.7,7.9,0.556,1.47,17.2,0.429,0.8,0.596,0.172,0.572,0.615,101.7,98.5,82.08,99,0.487,1,1,1,1,119,250,1767,756,1972,1951,1739,60,304,82,2027,854,706,1311,1346,1
2023-24,1610612749,MIL,Milwaukee Bucks,22300205,2023-11-18T00:00:00,MIL vs. DAL,W,48,126.0,126.9,115.3,120.2,10.6,6.7,0.592,4.14,20.7,0.152,0.741,0.47,0.067,0.612,0.642,106.6,104.0,86.67,104,0.547,1,1,1,1,119,361,1678,833,1654,74,681,2378,966,1772,55,415,397,307,774,1
2023-24,1610612749,MIL,Milwaukee Bucks,22300171,2023-11-09T00:00:00,MIL @ IND,L,48,115.4,121.6,120.2,124.8,-4.8,-3.2,0.5,1.64,17.2,0.227,0.76,0.511,0.137,0.58,0.63,106.1,101.5,84.58,102,0.517,1,1231,1231,1231,119,681,1977,1380,2252,1719,1755,1856,724,1031,1274,730,531,659,1087,1
2023-24,1610612749,MIL,Milwaukee Bucks,22300107,2023-10-30T00:00:00,MIL vs. MIA,W,48,114.9,116.2,110.9,108.6,4.0,7.6,0.545,1.6,17.0,0.261,0.8,0.527,0.143,0.575,0.609,104.5,105.0,87.5,105,0.504,1,1,1,1,119,1100,750,773,2043,1773,1802,1454,304,731,1419,825,801,223,1209,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22301164,2024-04-10T00:00:00,MIN @ DEN,L,48,116.0,116.3,120.7,127.5,-4.7,-11.2,0.561,2.3,18.1,0.255,0.636,0.44,0.109,0.579,0.586,94.2,91.5,76.25,92,0.443,1,1231,1231,1231,119,1094,2119,1900,1934,824,1481,1529,2137,2151,580,752,1138,2355,1832,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22301108,2024-04-03T00:00:00,MIN vs. TOR,W,48,125.9,127.9,79.3,81.0,46.5,46.9,0.755,4.11,24.2,0.235,0.759,0.514,0.087,0.615,0.629,106.4,104.5,87.08,104,0.728,1,1,1,1,119,311,7,9,225,80,114,1783,755,983,201,392,535,269,7,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22300995,2024-03-19T00:00:00,MIN vs. DEN,L,48,115.3,114.3,118.9,118.6,-3.6,-4.3,0.595,3.57,18.7,0.224,0.738,0.462,0.071,0.545,0.571,96.9,97.5,81.25,98,0.494,1,1231,1231,1231,119,1238,1548,1440,1614,151,1315,1887,1009,1897,77,1234,1374,1551,1280,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22300911,2024-03-08T00:00:00,MIN @ CLE,L,53,94.0,102.0,105.8,110.8,-11.8,-8.8,0.641,1.79,17.4,0.321,0.727,0.523,0.137,0.457,0.502,98.5,92.38,76.98,102,0.447,1,1231,1231,1231,17,2114,929,1770,1153,1500,1698,701,1117,823,1274,2235,2209,2327,1777,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22300881,2024-03-04T00:00:00,MIN vs. POR,W,48,126.2,126.6,115.3,121.3,10.9,5.3,0.7,2.55,20.6,0.326,0.633,0.489,0.117,0.576,0.624,96.6,94.0,78.33,94,0.557,1,1,1,1,119,377,1754,936,555,579,712,672,2164,1431,792,815,584,2147,632,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22300845,2024-02-28T00:00:00,MIN vs. MEM,W,48,112.6,110.0,101.2,102.0,11.4,8.0,0.744,2.07,21.6,0.116,0.667,0.43,0.14,0.582,0.62,98.7,99.5,82.92,100,0.577,1,1,1,1,119,1585,355,748,276,1119,469,2443,1834,2245,1347,711,640,1069,443,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22300815,2024-02-24T00:00:00,MIN vs. BKN,W,48,99.9,99.0,82.8,86.0,17.1,13.0,0.611,1.69,16.5,0.192,0.71,0.488,0.127,0.5,0.537,102.5,101.0,84.17,102,0.611,1,1,1,1,119,2232,19,487,1469,1638,1937,2199,1350,1461,1012,1870,1883,741,211,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22300775,2024-02-13T00:00:00,MIN @ POR,W,48,122.3,121.0,106.9,110.1,15.4,10.9,0.615,2.0,17.5,0.292,0.673,0.485,0.12,0.542,0.611,100.5,99.5,82.92,100,0.585,1,1,1,1,119,724,878,576,1420,1161,1654,1078,1799,1505,852,1299,747,1069,363,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22300629,2024-01-25T00:00:00,MIN @ BKN,W,48,102.1,104.3,100.0,102.2,2.1,2.2,0.649,1.41,19.0,0.244,0.814,0.536,0.185,0.56,0.585,94.0,92.0,76.67,92,0.522,1,1,1,1,119,1978,373,1133,1075,2035,1197,1681,217,598,2194,1027,1159,2331,1027,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22300582,2024-01-18T00:00:00,MIN vs. MEM,W,48,117.7,122.9,103.5,107.3,14.2,15.6,0.667,2.0,21.7,0.316,0.735,0.552,0.156,0.622,0.647,99.9,96.0,80.0,96,0.625,1,1,1,1,119,592,662,368,839,1161,441,764,1050,370,1738,326,356,1823,161,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22300517,2024-01-10T00:00:00,MIN @ BOS,L,53,114.5,115.4,121.4,122.1,-6.9,-6.7,0.5,2.44,16.2,0.192,0.788,0.49,0.087,0.537,0.578,94.8,94.19,78.49,104,0.465,1,1231,1231,1231,17,1165,1815,1627,2252,673,2032,2199,433,1380,201,1367,1271,2145,1558,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22300380,2023-12-21T00:00:00,MIN vs. LAL,W,48,114.6,115.7,106.2,108.8,8.4,6.9,0.762,2.29,21.8,0.277,0.767,0.511,0.137,0.563,0.602,103.8,102.0,85.0,102,0.563,1,1,1,1,119,1135,778,822,186,836,434,1268,641,1019,1274,970,887,585,565,1
2023-24,1610612750,MIN,Minnesota Timberwolves,22300197,2023-11-15T00:00:00,MIN @ PHX,L,48,121.9,125.0,139.1,146.2,-17.2,-21.2,0.429,3.0,13.7,0.404,0.765,0.547,0.065,0.484,0.551,95.0,91.5,76.25,92,0.44,1,1231,1231,1231,119,463,2451,2263,2424,316,2368,115,664,441,50,2045,1691,2355,1855,1
2023-24,1610612740,NOP,New Orleans Pelicans,22301182,2024-04-12T00:00:00,NOP @ GSW,W,48,112.8,111.8,108.7,107.9,4.1,3.8,0.571,2.67,18.2,0.12,0.755,0.434,0.088,0.578,0.587,100.6,101.5,84.58,102,0.502,1,1,1,1,119,1456,699,1058,1830,500,1442,2436,796,2206,220,779,1119,659,1213,1
2023-24,1610612740,NOP,New Orleans Pelicans,22301013,2024-03-22T00:00:00,NOP @ MIA,W,48,125.7,124.7,96.1,98.9,29.7,25.8,0.595,1.92,19.7,0.317,0.807,0.602,0.146,0.622,0.636,89.9,89.0,74.17,89,0.622,1,1,1,1,119,490,204,130,1614,1311,1014,756,263,61,1531,326,465,2429,171,1
2023-24,1610612740,NOP,New Orleans Pelicans,22300970,2024-03-16T00:00:00,NOP vs. POR,W,48,124.3,128.6,107.8,110.3,16.5,18.3,0.692,3.6,24.0,0.348,0.698,0.517,0.102,0.603,0.621,100.3,97.5,81.25,98,0.606,1,1,1,1,119,277,897,275,611,146,130,446,1498,917,443,500,625,1551,242,1
2023-24,1610612740,NOP,New Orleans Pelicans,22300843,2024-02-28T00:00:00,NOP @ IND,L,48,110.6,112.9,120.6,121.8,-10.1,-8.9,0.619,2.6,19.0,0.22,0.673,0.451,0.099,0.528,0.569,102.5,101.0,84.17,101,0.457,1,1231,1231,1231,119,1375,1792,1773,1390,539,1217,1935,1809,2057,388,1499,1399,741,1645,1
2023-24,1610612740,NOP,New Orleans Pelicans,22300810,2024-02-23T00:00:00,NOP vs. MIA,L,48,92.5,99.0,108.2,109.3,-15.7,-10.3,0.513,1.82,14.2,0.379,0.735,0.53,0.115,0.409,0.433,100.4,96.5,80.42,96,0.423,1,1231,1231,1231,119,2249,810,1856,2211,1452,2328,233,1050,678,730,2422,2441,1747,2022,1
2023-24,1610612740,NOP,New Orleans Pelicans,22300758,2024-02-10T00:00:00,NOP @ POR,W,48,106.8,106.9,92.8,97.7,14.0,9.2,0.75,2.25,21.4,0.279,0.644,0.466,0.138,0.539,0.56,88.8,86.5,72.08,87,0.576,1,1,1,1,119,1828,177,665,230,872,505,1235,2077,1843,1299,1326,1560,2447,452,1
2023-24,1610612740,NOP,New Orleans Pelicans,22300648,2024-01-27T00:00:00,NOP @ MIL,L,48,109.5,110.4,134.3,130.6,-24.8,-20.2,0.5,1.33,14.7,0.2,0.814,0.484,0.142,0.524,0.58,105.9,107.0,89.17,106,0.401,1,1231,1231,1231,119,1551,2249,2233,2252,2122,2267,2117,217,1525,1408,1555,1236,97,2176,1
2023-24,1610612740,NOP,New Orleans Pelicans,22300547,2024-01-13T00:00:00,NOP @ DAL,W,48,127.9,128.3,115.1,117.4,12.7,10.9,0.744,2.64,20.9,0.4,0.739,0.571,0.12,0.57,0.619,93.0,92.0,76.67,92,0.574,1,1,1,1,119,296,1458,583,276,519,640,124,989,197,845,892,651,2331,465,1
2023-24,1610612740,NOP,New Orleans Pelicans,22300471,2024-01-03T00:00:00,NOP @ MIN,W,48,125.2,125.8,107.2,114.0,18.0,11.8,0.667,2.14,22.2,0.333,0.735,0.565,0.151,0.63,0.661,96.2,93.0,77.5,93,0.565,1,1,1,1,119,426,1179,535,839,1022,357,563,1050,260,1623,264,242,2241,538,1
2023-24,1610612740,NOP,New Orleans Pelicans,22300285,2023-12-02T00:00:00,NOP @ CHI,L,48,122.4,122.9,129.7,127.8,-7.3,-4.9,0.488,1.67,15.3,0.326,0.69,0.5,0.125,0.549,0.606,96.0,96.5,80.42,96,0.458,1,1231,1231,1231,119,592,2144,1487,2315,1671,2200,663,1601,1191,951,1195,840,1747,1634,1
2023-24,1610612740,NOP,New Orleans Pelicans,22300243,2023-11-25T00:00:00,NOP @ UTA,L,48,99.1,100.0,100.5,105.0,-1.4,-5.0,0.795,2.38,21.2,0.263,0.633,0.434,0.13,0.478,0.495,102.7,100.0,83.33,100,0.493,1,1231,1231,1231,119,2180,518,1495,82,738,551,1426,2164,2213,1079,2091,2250,963,1286,1
2023-24,1610612740,NOP,New Orleans Pelicans,22300203,2023-11-18T00:00:00,NOP vs. MIN,L,48,119.9,121.2,119.9,121.0,-0.1,0.2,0.614,1.59,19.3,0.318,0.769,0.53,0.172,0.581,0.624,100.5,99.5,82.92,99,0.479,1,1231,1231,1231,119,708,1726,1222,1441,1792,1115,741,624,680,2027,719,585,1069,1419,1
2023-24,1610612740,NOP,New Orleans Pelicans,22300129,2023-11-02T00:00:00,NOP vs. DET,W,48,124.5,123.8,113.2,116.0,11.3,7.8,0.692,2.25,19.7,0.233,0.574,0.423,0.119,0.575,0.655,101.4,100.5,83.75,101,0.583,1,1,1,1,119,542,1342,765,611,872,989,1816,2392,2301,831,823,279,851,385,1
2023-24,1610612752,NYK,New York Knicks,22301175,2024-04-12T00:00:00,NYK vs. BKN,W,48,122.0,123.3,121.1,120.2,0.9,3.1,0.553,4.2,17.1,0.283,0.595,0.432,0.056,0.542,0.59,89.7,89.5,74.58,90,0.525,1,1,1,1,119,568,1686,1084,2000,72,1781,1196,2348,2228,25,1289,1068,2421,1011,1
2023-24,1610612752,NYK,New York Knicks,22301119,2024-04-05T00:00:00,NYK @ CHI,L,48,97.5,102.0,110.2,108.0,-12.7,-6.0,0.611,1.22,16.5,0.25,0.608,0.427,0.184,0.494,0.534,100.3,99.0,82.5,98,0.424,1,1231,1231,1231,119,2097,705,1566,1469,2261,1937,1565,2291,2265,2177,1970,1904,1195,2013,1
2023-24,1610612752,NYK,New York Knicks,22300837,2024-02-27T00:00:00,NYK vs. NOP,L,48,98.8,101.1,124.8,125.0,-26.0,-23.9,0.871,2.08,20.0,0.315,0.7,0.479,0.143,0.458,0.494,92.6,91.5,76.25,91,0.388,1,1231,1231,1231,119,2135,1987,2305,13,1095,868,778,1469,1617,1419,2234,2261,2355,2253,1
2023-24,1610612752,NYK,New York Knicks,22300671,2024-01-30T00:00:00,NYK vs. UTA,W,48,125.6,131.1,110.2,112.0,15.5,19.2,0.659,4.83,21.3,0.333,0.66,0.495,0.067,0.537,0.579,93.7,91.0,75.83,90,0.594,1,1,1,1,119,192,1020,250,956,41,539,563,1920,1298,53,1357,1257,2377,306,1
